folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_DEC_HP_ELEC,f_DHN_HP_ELEC,f_DEC_DIRECT_ELEC,f_DEC_BOILER_WOOD,f_DHN_BOILER_GAS,f_DEC_BOILER_GAS,f_DEC_BOILER_OIL,f_DHN_BOILER_OIL,f_DHN_BOILER_WOOD,f_DEC_SOLAR,f_DHN_COGEN_WOOD,f_DEC_THHP_GAS,f_DHN_COGEN_GAS,f_DHN_SOLAR,f_DHN_COGEN_WASTE,f_DEC_COGEN_GAS,f_DEC_COGEN_OIL,f_DHN_COGEN_BIO_HYDROLYSIS,f_DHN_COGEN_WET_BIOMASS,f_DEC_ADVCOGEN_H2,f_DEC_ADVCOGEN_GAS,f_DHN_DEEP_GEO
121_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.093999999999999,562.472607,18.813909,7.669567,7.5e-05,7e-06,6e-06,6e-06,6e-06,6e-06,3e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.1039999999999988,552.647201,18.820432,7.670491,0.00011,1.1e-05,1e-05,1e-05,1e-05,9e-06,4e-06,3e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.1139999999999985,542.394361,18.838461,7.674401,0.000292,2.9e-05,2.7e-05,2.3e-05,2.3e-05,2.5e-05,1.1e-05,7e-06,3e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
124_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.1239999999999983,540.850444,18.836867,7.673369,0.00027,2.5e-05,2.3e-05,2.1e-05,2.2e-05,2.2e-05,1e-05,7e-06,3e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
125_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.133999999999998,531.58753,18.840934,7.673359,0.000251,2.4e-05,2.3e-05,2.2e-05,2.2e-05,2.1e-05,1e-05,7e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
126_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.143999999999998,531.441855,18.839396,7.672588,8.6e-05,8e-06,8e-06,8e-06,8e-06,7e-06,3e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.1539999999999977,529.617511,18.817552,7.671843,0.004641,0.000413,0.000409,0.000392,0.000389,0.000382,0.000174,0.000117,4.6e-05,2.7e-05,2.4e-05,1.7e-05,1.2e-05,1.1e-05,1.1e-05,1e-05,7e-06,7e-06,6e-06,0.0
128_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.163999999999997,528.45411,18.839892,7.676423,0.000533,5e-05,4.9e-05,4.8e-05,4.8e-05,4.5e-05,2.2e-05,1.4e-05,6e-06,3e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
129_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.1739999999999973,528.287552,18.799427,7.668583,0.006226,0.000571,0.00053,0.000527,0.000529,0.000503,0.00023,0.000143,6e-05,3.6e-05,3e-05,2e-05,1.5e-05,1.5e-05,1.4e-05,1.3e-05,9e-06,9e-06,8e-06,0.0
130_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.183999999999997,527.391183,18.851884,7.681301,0.000546,5e-05,5.2e-05,5.2e-05,5e-05,4.7e-05,2.3e-05,1.5e-05,6e-06,4e-06,3e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
131_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.193999999999997,527.787104,18.798329,7.669556,0.005279,0.000482,0.000498,0.000488,0.000477,0.000456,0.000221,0.000145,6e-05,3.8e-05,3.1e-05,1.9e-05,1.5e-05,1.5e-05,1.5e-05,1.3e-05,1e-05,9e-06,8e-06,0.0
132_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.2039999999999966,528.216611,18.796595,7.668158,0.006001,0.000585,0.000566,0.000525,0.000523,0.000523,0.000243,0.00017,6.5e-05,3.5e-05,3.2e-05,2.7e-05,1.6e-05,1.6e-05,1.5e-05,1.4e-05,1e-05,1e-05,8e-06,0.0
133_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.2139999999999964,527.285769,18.851667,7.681287,0.000413,3.9e-05,3.5e-05,3.4e-05,3.4e-05,3.4e-05,1.5e-05,1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
134_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.223999999999996,526.417692,18.816445,7.673628,0.000653,6.5e-05,6.3e-05,5.3e-05,5.4e-05,5.8e-05,2.6e-05,1.9e-05,7e-06,4e-06,3e-06,3e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
135_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.233999999999996,522.594035,18.782517,7.67298,0.005751,0.000578,0.000578,0.000531,0.000531,0.00052,0.00026,0.000181,7e-05,3.8e-05,3.5e-05,2.8e-05,1.8e-05,1.7e-05,1.6e-05,1.6e-05,1.1e-05,1.1e-05,8e-06,0.0
136_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.243999999999996,521.315737,18.7818,7.669369,9.7e-05,9e-06,9e-06,8e-06,8e-06,8e-06,4e-06,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.253999999999996,521.519237,18.784426,7.671271,0.000345,3.4e-05,3.4e-05,3.3e-05,3.2e-05,3e-05,1.5e-05,1e-05,4e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
138_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.263999999999996,521.292091,18.776475,7.669864,0.000376,3.4e-05,3.5e-05,3.3e-05,3.3e-05,3.2e-05,1.5e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
139_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.273999999999995,520.83569,18.778923,7.666566,0.000426,4e-05,3.7e-05,3.8e-05,3.8e-05,3.5e-05,1.6e-05,1.1e-05,4e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
140_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.283999999999995,520.019867,18.774425,7.66045,0.000405,3.5e-05,3.2e-05,3.1e-05,3.1e-05,3.1e-05,1.3e-05,9e-06,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
141_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.2939999999999947,519.06978,18.771777,7.654076,0.000442,3.7e-05,3.4e-05,3.6e-05,3.6e-05,3.3e-05,1.5e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
142_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3039999999999945,519.196352,18.772717,7.654958,0.000333,3.1e-05,3.2e-05,2.8e-05,2.8e-05,2.9e-05,1.4e-05,1.2e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
143_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3139999999999943,519.12613,18.772588,7.654405,0.000519,4.6e-05,4.4e-05,4.3e-05,4.2e-05,4.2e-05,1.9e-05,1.3e-05,5e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
144_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.323999999999994,518.389223,18.765559,7.64923,0.000411,4.1e-05,4e-05,3.5e-05,3.5e-05,3.7e-05,1.7e-05,1.1e-05,5e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
145_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.333999999999994,515.686732,18.757431,7.63036,0.000983,9.9e-05,9.4e-05,7.2e-05,7.4e-05,8.7e-05,3.6e-05,2.7e-05,1e-05,5e-06,4e-06,4e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
146_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3439999999999936,515.140428,18.743584,7.626456,0.000366,3.6e-05,3.5e-05,3.1e-05,3.1e-05,3.2e-05,1.5e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
147_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.353999999999993,515.110133,18.74373,7.626231,0.00033,3e-05,3.1e-05,2.9e-05,2.9e-05,2.8e-05,1.3e-05,9e-06,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
148_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.363999999999993,515.02307,18.741152,7.625834,0.000413,3.9e-05,3.7e-05,3.6e-05,3.6e-05,3.4e-05,1.6e-05,1e-05,4e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
149_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.373999999999993,514.993659,18.741146,7.62545,0.000375,3.6e-05,3.5e-05,3.6e-05,3.5e-05,3.2e-05,1.6e-05,1.1e-05,4e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
150_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.383999999999993,515.010712,18.741143,7.62567,0.000296,2.9e-05,2.7e-05,2.5e-05,2.5e-05,2.5e-05,1.2e-05,9e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
151_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3939999999999926,512.684179,18.741139,7.628044,0.000483,4.5e-05,4.2e-05,4.3e-05,4.2e-05,4e-05,1.8e-05,1.3e-05,5e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
152_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4039999999999924,512.550756,18.74117,7.628092,0.000314,2.9e-05,2.9e-05,2.6e-05,2.5e-05,2.7e-05,1.2e-05,1e-05,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
153_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.413999999999992,508.719725,18.74114,7.630645,0.000583,5.6e-05,5.2e-05,4.7e-05,4.8e-05,4.9e-05,2.2e-05,1.6e-05,6e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
154_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.423999999999992,508.559968,18.741138,7.629888,0.000445,4.3e-05,4.4e-05,3.5e-05,3.5e-05,4e-05,1.8e-05,1.4e-05,5e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
155_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.433999999999992,508.550972,18.741136,7.630031,0.000159,1.4e-05,1.4e-05,1.2e-05,1.2e-05,1.3e-05,6e-06,4e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4439999999999915,508.627074,18.741139,7.630187,0.000386,3.5e-05,3.6e-05,3.6e-05,3.5e-05,3.3e-05,1.6e-05,1e-05,4e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
157_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4539999999999917,498.944931,18.741138,7.633189,0.000361,3.7e-05,3.6e-05,2.9e-05,2.9e-05,3.2e-05,1.4e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
158_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.463999999999991,495.928573,18.741142,7.632621,0.00051,4.6e-05,4.5e-05,4.5e-05,4.4e-05,4.2e-05,2e-05,1.4e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
159_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.473999999999991,489.727117,18.741136,7.634568,0.000163,1.6e-05,1.5e-05,1.5e-05,1.5e-05,1.4e-05,7e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4839999999999907,489.716503,18.74129,7.635549,0.000372,3.5e-05,3.5e-05,2.9e-05,2.9e-05,3.2e-05,1.4e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
161_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4939999999999904,488.175407,18.741799,7.63845,0.003434,0.000343,0.000335,0.000324,0.000322,0.000306,0.00015,0.000101,4e-05,2.4e-05,2.1e-05,1.4e-05,1e-05,1.1e-05,1e-05,9e-06,7e-06,6e-06,5e-06,0.0
162_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5039999999999902,487.612654,18.741314,7.637662,0.000252,2.2e-05,2e-05,2e-05,2e-05,2e-05,9e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
163_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.51399999999999,487.659385,18.74157,7.637313,0.000355,3.6e-05,3.5e-05,2.8e-05,2.8e-05,3.2e-05,1.4e-05,1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
164_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.52399999999999,480.439225,18.741183,7.641164,0.000283,2.4e-05,2.1e-05,2.2e-05,2.2e-05,2.1e-05,9e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
165_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5339999999999896,480.027024,18.741172,7.641046,0.000572,5.5e-05,5e-05,4.3e-05,4.4e-05,4.8e-05,2.1e-05,1.5e-05,5e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
166_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5439999999999894,480.184255,18.741355,7.641612,0.000249,2.4e-05,2.4e-05,2.4e-05,2.3e-05,2.2e-05,1.1e-05,8e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
167_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.553999999999989,478.457813,18.741146,7.639223,7.1e-05,7e-06,6e-06,5e-06,6e-06,6e-06,2e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.563999999999989,475.51652,18.741138,7.642939,0.0003,2.7e-05,2.6e-05,2.5e-05,2.5e-05,2.5e-05,1.1e-05,8e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
169_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5739999999999887,472.189173,18.741204,7.646493,0.000359,3.3e-05,3.3e-05,3.2e-05,3.2e-05,3.1e-05,1.5e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
170_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5839999999999885,472.16847,18.741214,7.646333,0.000439,4.1e-05,3.9e-05,3.6e-05,3.6e-05,3.7e-05,1.7e-05,1.2e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
171_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5939999999999883,471.892085,18.741136,7.643704,0.000236,2.2e-05,2e-05,1.8e-05,1.8e-05,1.9e-05,8e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.603999999999988,460.676287,18.747999,7.654273,0.000321,2.9e-05,3e-05,2.8e-05,2.7e-05,2.7e-05,1.3e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
173_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.613999999999988,460.890071,18.749221,7.656218,0.00248,0.00023,0.000233,0.000209,0.000207,0.000216,9.9e-05,6.7e-05,2.7e-05,1.5e-05,1.4e-05,9e-06,7e-06,6e-06,6e-06,6e-06,4e-06,4e-06,3e-06,0.0
174_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.623999999999988,460.724698,18.751392,7.655259,0.000478,4.4e-05,3.9e-05,3.7e-05,3.7e-05,3.8e-05,1.7e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
175_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.6339999999999875,459.344931,18.753373,7.654837,0.000388,3.3e-05,3e-05,3.2e-05,3.2e-05,3e-05,1.3e-05,9e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
176_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.6439999999999872,458.332061,18.754897,7.654605,9.8e-05,9e-06,9e-06,9e-06,9e-06,8e-06,4e-06,3e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.653999999999987,458.541438,18.753374,7.652809,0.000202,1.8e-05,1.8e-05,1.6e-05,1.6e-05,1.7e-05,8e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.663999999999987,457.53926,18.753552,7.653428,0.000102,1e-05,1e-05,8e-06,8e-06,9e-06,4e-06,3e-06,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.6739999999999866,454.00012,18.747233,7.659256,0.000884,8.1e-05,8.1e-05,7.1e-05,7e-05,7.5e-05,3.3e-05,2.4e-05,9e-06,5e-06,4e-06,4e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
180_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.6839999999999864,450.005492,18.769015,7.658218,4.9e-05,5e-06,5e-06,4e-06,4e-06,4e-06,2e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.693999999999986,439.158691,18.773538,7.665148,9.1e-05,9e-06,9e-06,7e-06,7e-06,8e-06,3e-06,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.703999999999986,439.472162,18.77635,7.667143,0.000436,4e-05,3.9e-05,3.8e-05,3.8e-05,3.7e-05,1.7e-05,1.2e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
183_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.7139999999999858,439.453001,18.777794,7.667249,0.000387,3.5e-05,3.5e-05,3.5e-05,3.4e-05,3.3e-05,1.5e-05,1e-05,4e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
184_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.723999999999985,432.84605,18.78319,7.670892,0.000631,5.2e-05,4.7e-05,5.1e-05,5.1e-05,4.7e-05,2e-05,1.2e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
185_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.7339999999999853,429.879181,18.787125,7.673369,0.001844,0.000165,0.000157,0.00016,0.000157,0.000149,6.8e-05,4.9e-05,1.8e-05,1.1e-05,1e-05,7e-06,5e-06,5e-06,4e-06,4e-06,3e-06,3e-06,2e-06,0.0
186_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.743999999999985,429.462303,18.787038,7.673475,0.000563,5.2e-05,4.9e-05,4.8e-05,4.8e-05,4.6e-05,2.1e-05,1.4e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
187_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.753999999999985,429.386341,18.788568,7.673514,0.000457,4.2e-05,4e-05,3.8e-05,3.7e-05,3.8e-05,1.7e-05,1.3e-05,5e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
188_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.7639999999999847,429.369579,18.787424,7.673533,0.000576,5.4e-05,5.4e-05,4.7e-05,4.7e-05,5.1e-05,2.3e-05,1.5e-05,6e-06,3e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
189_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.7739999999999845,429.37486,18.787661,7.6736,0.000581,5.5e-05,5.3e-05,4.3e-05,4.4e-05,5e-05,2.1e-05,1.6e-05,6e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
190_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.7839999999999843,429.339445,18.784928,7.673496,0.000658,6.2e-05,6e-05,5.1e-05,5.1e-05,5.7e-05,2.4e-05,1.9e-05,7e-06,3e-06,3e-06,3e-06,2e-06,1e-06,1e-06,2e-06,1e-06,1e-06,1e-06,0.0
191_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.793999999999984,419.973888,18.77691,7.680667,0.000363,3.3e-05,3.3e-05,3.3e-05,3.2e-05,3.1e-05,1.5e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
192_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.803999999999984,418.898059,18.777267,7.681521,0.000525,4.9e-05,5e-05,3.9e-05,3.9e-05,4.6e-05,2e-05,1.5e-05,5e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
193_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.813999999999984,413.497115,18.767212,7.684915,0.00061,5.7e-05,5.3e-05,4.2e-05,4.4e-05,5.1e-05,2.1e-05,1.5e-05,5e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
194_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.8239999999999834,413.497832,18.765479,7.684839,0.000403,4.2e-05,4e-05,2.9e-05,3e-05,3.7e-05,1.5e-05,1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
195_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.833999999999983,413.436884,18.758849,7.684469,0.00028,2.5e-05,2.6e-05,2.5e-05,2.5e-05,2.3e-05,1.2e-05,1e-05,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
196_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.843999999999983,413.328821,18.74158,7.683722,0.000473,4.2e-05,4.1e-05,4e-05,4e-05,3.9e-05,1.8e-05,1.2e-05,5e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
197_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.8539999999999828,413.342664,18.741502,7.683816,0.000581,5.7e-05,5.6e-05,5.5e-05,5.5e-05,5.1e-05,2.6e-05,1.8e-05,7e-06,4e-06,4e-06,3e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
198_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.8639999999999826,413.359317,18.741172,7.683891,0.000426,3.9e-05,4.1e-05,4e-05,3.8e-05,3.7e-05,1.9e-05,1.5e-05,5e-06,4e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
199_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.8739999999999823,413.325806,18.741161,7.683693,0.000262,2.5e-05,2.6e-05,2e-05,2e-05,2.3e-05,1e-05,8e-06,3e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
200_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.883999999999982,413.32232,18.741181,7.683692,0.000373,3.5e-05,3.6e-05,3.2e-05,3.1e-05,3.3e-05,1.5e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
