folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_DHN_HP_ELEC,f_DHN_BOILER_GAS,f_DHN_BOILER_OIL,f_DHN_BOILER_WOOD,f_DHN_COGEN_WOOD,f_DHN_COGEN_GAS,f_DHN_SOLAR,f_DHN_COGEN_WASTE,f_DHN_COGEN_BIO_HYDROLYSIS,f_DHN_COGEN_WET_BIOMASS,f_DHN_DEEP_GEO
157_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4539999999999917,498.944931,7.633189,3.6e-05,3.2e-05,1.4e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
158_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.463999999999991,495.928573,7.632621,4.5e-05,4.2e-05,2e-05,5e-06,3e-06,2e-06,1e-06,1e-06,1e-06,0.0
159_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.473999999999991,489.727117,7.634568,1.5e-05,1.4e-05,7e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
160_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4839999999999907,489.716503,7.635549,3.5e-05,3.2e-05,1.4e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
161_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4939999999999904,488.175407,7.63845,0.000335,0.000306,0.00015,4e-05,2.1e-05,1.4e-05,1e-05,9e-06,7e-06,0.0
162_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5039999999999902,487.612654,7.637662,2e-05,2e-05,9e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
163_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.51399999999999,487.659385,7.637313,3.5e-05,3.2e-05,1.4e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
164_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.52399999999999,480.439225,7.641164,2.1e-05,2.1e-05,9e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
165_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5339999999999896,480.027024,7.641046,5e-05,4.8e-05,2.1e-05,5e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
166_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5439999999999894,480.184255,7.641612,2.4e-05,2.2e-05,1.1e-05,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
167_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.553999999999989,478.457813,7.639223,6e-06,6e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
168_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.563999999999989,475.51652,7.642939,2.6e-05,2.5e-05,1.1e-05,3e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
169_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5739999999999887,472.189173,7.646493,3.3e-05,3.1e-05,1.5e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
170_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5839999999999885,472.16847,7.646333,3.9e-05,3.7e-05,1.7e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
171_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5939999999999883,471.892085,7.643704,2e-05,1.9e-05,8e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
172_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.603999999999988,460.676287,7.654273,3e-05,2.7e-05,1.3e-05,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
173_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.613999999999988,460.890071,7.656218,0.000233,0.000216,9.9e-05,2.7e-05,1.4e-05,9e-06,7e-06,6e-06,4e-06,0.0
174_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.623999999999988,460.724698,7.655259,3.9e-05,3.8e-05,1.7e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
175_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.6339999999999875,459.344931,7.654837,3e-05,3e-05,1.3e-05,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
176_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.6439999999999872,458.332061,7.654605,9e-06,8e-06,4e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
177_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.653999999999987,458.541438,7.652809,1.8e-05,1.7e-05,8e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
178_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.663999999999987,457.53926,7.653428,1e-05,9e-06,4e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
