folder,techno_modifiee,gwp_constr,f_BATT_LI,f_PHS,f_TS_DEC_HP_ELEC,f_TS_HIGH_TEMP,f_CAR_FUEL_CELL,f_CAR_HEV,f_CAR_DIESEL,f_CAR_NG,f_CAR_METHANOL,f_CAR_GASOLINE,f_CAR_PHEV,f_CAR_BEV
116_IS_Techno_TS_HIGH_TEMP_gwp64,TS_HIGH_TEMP,63.89,,,,35.481879,177.098197,1.163122,1.516281,2.114484,3.246204,1.155016,4.6e-05,1.6e-05
117_IS_Techno_TS_HIGH_TEMP_gwp64,TS_HIGH_TEMP,64.39,,,,34.567718,178.311682,0.286647,1.283404,3.509626,6.536096,3.168192,6.2e-05,2e-05
118_IS_Techno_TS_HIGH_TEMP_gwp65,TS_HIGH_TEMP,64.89,,,,32.415398,180.726274,1.084771,7.606551,6.975606,1.889456,1.952049,8.6e-05,2.5e-05
119_IS_Techno_TS_HIGH_TEMP_gwp65,TS_HIGH_TEMP,65.39,,,,31.243773,177.35234,4.922119,7.035442,6.526544,1.102958,2.78296,6e-05,1.8e-05
120_IS_Techno_TS_HIGH_TEMP_gwp66,TS_HIGH_TEMP,65.89,,,,31.090781,178.956135,1.558292,4.887095,1.961467,1.384196,1.807442,0.000116,4e-05
121_IS_Techno_TS_HIGH_TEMP_gwp66,TS_HIGH_TEMP,66.39,,,,30.954462,182.98599,1.526944,10.598102,5.366503,1.151738,1.329786,7.8e-05,2.5e-05
122_IS_Techno_TS_HIGH_TEMP_gwp67,TS_HIGH_TEMP,66.89,,,,30.850178,180.726089,0.64612,1.492723,2.07415,2.909692,1.068912,7.8e-05,2.5e-05
123_IS_Techno_TS_HIGH_TEMP_gwp67,TS_HIGH_TEMP,67.39,,,,29.768432,184.869394,1.257973,0.698738,4.774245,1.074688,1.605374,5.6e-05,2e-05
124_IS_Techno_TS_HIGH_TEMP_gwp68,TS_HIGH_TEMP,67.89,,,,29.276855,177.056116,0.607518,0.593933,2.355011,1.17552,1.141689,0.000104,3.2e-05
125_IS_Techno_TS_HIGH_TEMP_gwp68,TS_HIGH_TEMP,68.39,,,,28.903463,181.081496,1.469208,5.525843,1.795918,0.969195,2.567396,6e-05,2.1e-05
126_IS_Techno_TS_HIGH_TEMP_gwp69,TS_HIGH_TEMP,68.89,,,,26.554069,177.928698,2.010711,3.545478,5.205199,1.601471,2.559511,4.5e-05,1.5e-05
127_IS_Techno_TS_HIGH_TEMP_gwp69,TS_HIGH_TEMP,69.39,,,,23.37958,178.730882,1.683908,5.54105,1.970225,1.573343,3.238799,6.3e-05,2.3e-05
128_IS_Techno_TS_HIGH_TEMP_gwp70,TS_HIGH_TEMP,69.89,,,,16.946282,180.100176,0.725512,2.70991,1.559682,1.473198,1.772734,0.000111,4.1e-05
129_IS_Techno_TS_HIGH_TEMP_gwp70,TS_HIGH_TEMP,70.39,,,,15.652629,183.280307,3.677284,1.158049,5.872558,1.526493,1.573538,9.4e-05,3.5e-05
130_IS_Techno_TS_HIGH_TEMP_gwp71,TS_HIGH_TEMP,70.89,,,,13.797611,178.25563,1.525392,1.759086,0.934452,4.623927,2.262743,0.000132,4.5e-05
131_IS_Techno_TS_HIGH_TEMP_gwp71,TS_HIGH_TEMP,71.39,,,,13.36677,176.993485,2.093154,4.162431,3.779303,1.137432,2.722051,0.000104,3.7e-05
132_IS_Techno_TS_HIGH_TEMP_gwp72,TS_HIGH_TEMP,71.89,,,,13.303761,177.12385,1.728766,3.523713,1.834479,1.667491,2.364855,5.4e-05,2e-05
133_IS_Techno_TS_HIGH_TEMP_gwp72,TS_HIGH_TEMP,72.39,,,,13.272818,176.999411,2.778899,1.579389,1.520413,1.415483,1.884567,5.7e-05,2.1e-05
134_IS_Techno_TS_HIGH_TEMP_gwp73,TS_HIGH_TEMP,72.89,,,,12.750209,188.65252,2.588094,1.909553,5.572703,1.312933,1.195221,6.1e-05,2.2e-05
